Id,Id2,Geography,Households 2014,Households 2014 MOE,Median Income 2014,Median Income 2014 MOE,Households 2012,Households 2012 MOE,Median Income 2012,Median Income 2012 MOE,Adjusted 2012 Median Income,Percent Change
1400000US04019004062,04019004062,"Census Tract 40.62, Pima County, Arizona",1687,107,83422,10057,1716,100,74888,8777,77217.5473575093,0.0803502941
1400000US04019004063,04019004063,"Census Tract 40.63, Pima County, Arizona",1866,108,72849,10600,1718,147,75857,19334,78216.6901225642,-0.0686258919
1400000US04019004064,04019004064,"Census Tract 40.64, Pima County, Arizona",2777,198,87071,10308,2500,161,102083,5620,105258.50452538,-0.1727889315
1400000US04019004065,04019004065,"Census Tract 40.65, Pima County, Arizona",1221,74,97460,17780,1217,137,84052,14878,86666.6126815161,0.124539162
1400000US04019004066,04019004066,"Census Tract 40.66, Pima County, Arizona",1024,52,76667,14572,1033,66,79306,14594,81772.9784576252,-0.0624409011
1400000US04019004067,04019004067,"Census Tract 40.67, Pima County, Arizona",1644,128,30676,7006,1725,119,36278,9588,37406.5028180179,-0.1799286838
1400000US04019004068,04019004068,"Census Tract 40.68, Pima County, Arizona",2265,157,49069,13791,2160,161,45771,8242,47194.8023728843,0.0397119499
1400000US04019004069,04019004069,"Census Tract 40.69, Pima County, Arizona",1733,132,37083,7875,1791,141,39985,5583,41228.8167809263,-0.1005562882
1400000US04019004070,04019004070,"Census Tract 40.70, Pima County, Arizona",1431,107,37712,6529,1369,127,37382,7436,38544.8450395045,-0.0216071705
1400000US04019004071,04019004071,"Census Tract 40.71, Pima County, Arizona",2787,141,28086,3251,2704,118,27795,2687,28659.6214186782,-0.0200149685
1400000US04019004072,04019004072,"Census Tract 40.72, Pima County, Arizona",1072,68,50913,6059,1076,69,50042,9561,51598.6607315522,-0.0132883436
1400000US04019004073,04019004073,"Census Tract 40.73, Pima County, Arizona",1592,60,95455,16301,1597,78,88454,16466,91205.546068277,0.0465920562
1400000US04019004074,04019004074,"Census Tract 40.74, Pima County, Arizona",682,38,66481,11169,631,64,68397,6127,70524.631270852,-0.0573364397
1400000US04019004107,04019004107,"Census Tract 41.07, Pima County, Arizona",3155,208,84410,7499,2905,162,77986,8092,80411.9171058477,0.0497200295
1400000US04019004109,04019004109,"Census Tract 41.09, Pima County, Arizona",1992,108,65284,10344,1870,155,63032,10851,64992.7417615443,0.0044813964
1400000US04019004110,04019004110,"Census Tract 41.10, Pima County, Arizona",1001,76,53460,4538,983,57,51201,8025,52793.7138426962,0.0126205586
1400000US04019004112,04019004112,"Census Tract 41.12, Pima County, Arizona",847,66,39798,9386,904,66,45882,8399,47309.2552592838,-0.158769256
1400000US04019004113,04019004113,"Census Tract 41.13, Pima County, Arizona",0,13,-,**,0,13,-,**,#VALUE!,#VALUE!
1400000US04019004114,04019004114,"Census Tract 41.14, Pima County, Arizona",1343,129,29923,4655,1206,143,30750,5626,31706.5428539073,-0.0562515712
1400000US04019004115,04019004115,"Census Tract 41.15, Pima County, Arizona",2127,177,27664,2581,2077,176,24127,2359,24877.5206320723,0.1120079211
1400000US04019004116,04019004116,"Census Tract 41.16, Pima County, Arizona",803,66,34726,7114,801,94,33550,7532,34593.6426910111,0.0038260587
1400000US04019004117,04019004117,"Census Tract 41.17, Pima County, Arizona",1824,118,34000,5921,1835,136,34852,5211,35936.1441152643,-0.0538773472
1400000US04019004118,04019004118,"Census Tract 41.18, Pima County, Arizona",1393,210,52434,16973,1436,133,59022,15116,60858.0023519778,-0.1384206189
1400000US04019004119,04019004119,"Census Tract 41.19, Pima County, Arizona",2979,216,67986,8022,2620,203,71024,6264,73233.3495823062,-0.0716524591
1400000US04019004120,04019004120,"Census Tract 41.20, Pima County, Arizona",366,33,75375,21841,301,72,81107,15043,83630.0023171337,-0.0987086224
1400000US04019004121,04019004121,"Census Tract 41.21, Pima County, Arizona",1993,132,59890,9844,1756,169,62361,7839,64300.8689077241,-0.0685973453
1400000US04019004122,04019004122,"Census Tract 41.22, Pima County, Arizona",1204,93,33874,6428,1083,101,34842,8121,35925.8330444175,-0.0571130262
1400000US04019004125,04019004125,"Census Tract 41.25, Pima County, Arizona",2106,228,60417,14382,2097,212,55827,8203,57563.6152164255,0.0495692422
1400000US04019004307,04019004307,"Census Tract 43.07, Pima County, Arizona",1983,120,37115,4238,2079,157,35450,2302,36552.7461519029,0.0153819865
1400000US04019004310,04019004310,"Census Tract 43.10, Pima County, Arizona",703,70,43917,9206,656,65,47635,7482,49116.7859787277,-0.1058657621
1400000US04019004311,04019004311,"Census Tract 43.11, Pima County, Arizona",1491,83,56694,10484,1464,74,58257,4144,60069.2054321977,-0.0561886146
1400000US04019004312,04019004312,"Census Tract 43.12, Pima County, Arizona",1914,124,32604,7278,1954,112,36667,9363,37807.6034739584,-0.1376337825
1400000US04019004313,04019004313,"Census Tract 43.13, Pima County, Arizona",1675,153,36213,5704,1546,168,38205,8729,39393.4461701961,-0.0807354136
1400000US04019004316,04019004316,"Census Tract 43.16, Pima County, Arizona",1278,132,41023,10238,1268,118,47366,6149,48839.4181729488,-0.1600432287
1400000US04019004317,04019004317,"Census Tract 43.17, Pima County, Arizona",1791,140,34513,4749,1748,178,32431,5452,33439.8338632543,0.0320924482
1400000US04019004320,04019004320,"Census Tract 43.20, Pima County, Arizona",896,97,35000,10157,829,90,31635,10081,32619.0726238491,0.0729918782
1400000US04019004321,04019004321,"Census Tract 43.21, Pima County, Arizona",1311,84,48125,3295,1299,86,47091,5961,48555.8637246618,-0.0088735673
1400000US04019004322,04019004322,"Census Tract 43.22, Pima County, Arizona",2032,113,48108,4206,1943,112,44409,6417,45790.4345235503,0.0506124369
1400000US04019004323,04019004323,"Census Tract 43.23, Pima County, Arizona",1030,105,65906,10134,1065,129,63655,16573,65635.1214752999,0.0041270362
1400000US04019004324,04019004324,"Census Tract 43.24, Pima County, Arizona",1713,147,50323,5836,1630,185,48163,5928,49661.2105194387,0.0133260844
1400000US04019004325,04019004325,"Census Tract 43.25, Pima County, Arizona",981,86,74196,6862,902,105,75345,4929,77688.7632952081,-0.0449584103
1400000US04019004326,04019004326,"Census Tract 43.26, Pima County, Arizona",1146,107,65240,6609,1281,106,61052,5769,62951.1497338781,0.0363591495
1400000US04019004327,04019004327,"Census Tract 43.27, Pima County, Arizona",1720,194,51447,6389,1772,212,56250,13821,57999.7735132451,-0.1129792949
1400000US04019004328,04019004328,"Census Tract 43.28, Pima County, Arizona",2118,240,48627,7850,2207,232,39929,7038,41171.0747841843,0.1810962005
1400000US04019004329,04019004329,"Census Tract 43.29, Pima County, Arizona",3305,199,69262,12021,3077,224,77135,11611,79534.4449767851,-0.1291571844
1400000US04019004330,04019004330,"Census Tract 43.30, Pima County, Arizona",1044,111,48587,14616,1072,133,54306,13924,55995.3013406274,-0.1323021961
1400000US04019004331,04019004331,"Census Tract 43.31, Pima County, Arizona",2025,161,42469,9137,1972,174,40511,8869,41771.179107468,0.0167057983
1400000US04019004332,04019004332,"Census Tract 43.32, Pima County, Arizona",744,78,52313,6457,672,117,53676,19536,55345.703877279,-0.0547956511
1400000US04019004333,04019004333,"Census Tract 43.33, Pima County, Arizona",1318,114,59485,10144,1246,92,62065,9797,63995.6612106588,-0.0704838598
1400000US04019004334,04019004334,"Census Tract 43.34, Pima County, Arizona",2562,212,54626,4596,2391,226,52125,4743,53746.4567889405,0.0163646734
1400000US04019004404,04019004404,"Census Tract 44.04, Pima County, Arizona",1807,169,40901,2398,1838,180,42414,8371,43733.3758896138,-0.0647646296
1400000US04019004407,04019004407,"Census Tract 44.07, Pima County, Arizona",2112,152,38298,4254,1867,175,39172,4000,40390.5267210816,-0.051807364
1400000US04019004411,04019004411,"Census Tract 44.11, Pima County, Arizona",3063,155,36976,7230,3090,242,29828,9199,30755.8621218325,0.2022423515
1400000US04019004412,04019004412,"Census Tract 44.12, Pima County, Arizona",1347,122,61767,13035,1403,115,65154,7043,67180.7509952351,-0.0805848538
1400000US04019004413,04019004413,"Census Tract 44.13, Pima County, Arizona",1245,82,65972,14209,1284,67,73393,7070,75676.0422659129,-0.1282313659
1400000US04019004414,04019004414,"Census Tract 44.14, Pima County, Arizona",1176,78,52941,9216,1273,67,54886,8141,56593.3434497417,-0.0645366262
1400000US04019004415,04019004415,"Census Tract 44.15, Pima County, Arizona",704,63,54583,5597,705,69,53210,6132,54865.2079758182,-0.00514366
1400000US04019004418,04019004418,"Census Tract 44.18, Pima County, Arizona",1306,101,86061,9662,1325,98,91042,15650,93874.0512034287,-0.083229083
1400000US04019004419,04019004419,"Census Tract 44.19, Pima County, Arizona",2046,171,50417,11473,2058,186,50417,6779,51985.3258883072,-0.0301686267
1400000US04019004421,04019004421,"Census Tract 44.21, Pima County, Arizona",2692,179,50793,8039,2660,182,47113,8929,48578.5480805248,0.0455849754
1400000US04019004422,04019004422,"Census Tract 44.22, Pima County, Arizona",2428,191,72883,12319,2352,209,62421,11047,64362.7353328049,0.1323788466
1400000US04019004423,04019004423,"Census Tract 44.23, Pima County, Arizona",1668,141,49167,3632,1688,174,53043,8713,54693.0130926766,-0.1010369109
1400000US04019004424,04019004424,"Census Tract 44.24, Pima County, Arizona",1328,181,44779,6065,1307,165,53186,8362,54840.4614057859,-0.1834678474
